drug_id	dname	smiles_cleanup_status	n_active_bits	fraction_active_bits	n_atoms	n_heavy_atoms	n_fragments	molecular_weight_rdkit	formal_charge
1900	IWR-1-endo	original	49	0.02392578125	31.0	31.0	1.0	409.44500000000005	0.0
1901	Gedatolisib	original	53	0.02587890625	45.0	45.0	1.0	615.7389999999999	0.0
1902	1214265-56-1	original	62	0.0302734375	33.0	33.0	1.0	464.9570000000002	0.0
1903	WZ4002	original	69	0.03369140625	35.0	35.0	1.0	494.98300000000023	0.0
1904	WZ8040	original	61	0.02978515625	33.0	33.0	1.0	481.0250000000002	0.0
1905	Org 27569	original	54	0.0263671875	29.0	29.0	1.0	409.96100000000024	0.0
1906	Apatinib	original	58	0.0283203125	35.0	35.0	2.0	493.58900000000017	0.0
1907	Skepinone-L	original	55	0.02685546875	31.0	31.0	1.0	425.43100000000015	0.0
1908	Vonoprazan Fumarate	original	56	0.02734375	32.0	32.0	2.0	461.4710000000002	0.0
1909	1224844-38-5	original	45	0.02197265625	23.0	23.0	1.0	309.333	0.0
1910	EUK 134	original	31	0.01513671875	26.0	26.0	3.0	416.74300000000005	-1.0
1911	1431985-92-0	original	40	0.01953125	26.0	26.0	1.0	352.39000000000004	0.0
1912	PHA-793887	original	51	0.02490234375	26.0	26.0	1.0	361.4900000000002	0.0
1913	StemRegenin 1	original	58	0.0283203125	31.0	31.0	1.0	429.5490000000001	0.0
1914	VX-661	original	67	0.03271484375	37.0	37.0	1.0	520.5040000000002	0.0
1915	TAK-632	original	72	0.03515625	39.0	39.0	1.0	554.5250000000001	0.0
1916	Thiazovivin	original	45	0.02197265625	22.0	22.0	1.0	311.37	0.0
1917	GANDOTINIB	original	64	0.03125	33.0	33.0	1.0	469.9520000000003	0.0
1918	Pacritinib	original	62	0.0302734375	35.0	35.0	1.0	472.5890000000001	0.0
1919	AZ20	original	58	0.0283203125	29.0	29.0	1.0	412.51500000000016	0.0
1920	LY2608204	original	66	0.0322265625	37.0	37.0	1.0	559.8230000000001	0.0
1921	Avagacestat	original	62	0.0302734375	34.0	34.0	1.0	520.8920000000002	0.0
1922	GSK1070916	original	66	0.0322265625	38.0	38.0	1.0	507.6420000000003	0.0
1923	Gynostemma Extract	original	78	0.0380859375	64.0	64.0	1.0	917.1400000000007	0.0
1924	AZD3514	original	63	0.03076171875	37.0	37.0	1.0	519.5720000000002	0.0
1925	1268524-70-4	original	57	0.02783203125	31.0	31.0	1.0	456.9990000000002	0.0
1926	JNJ-38877605	original	53	0.02587890625	28.0	28.0	1.0	377.358	0.0
1927	1243244-14-5	original	52	0.025390625	30.0	30.0	1.0	396.4540000000001	0.0
1928	1032350-13-2	original	54	0.0263671875	33.0	33.0	3.0	480.39900000000006	0.0
1929	159351-69-6	original	106	0.0517578125	68.0	68.0	1.0	958.24	0.0
1930	850173-95-4	original	52	0.025390625	30.0	30.0	2.0	428.9600000000002	0.0
1931	BIX 02189	selected_first_valid_semicolon_candidate	54	0.0263671875	33.0	33.0	1.0	440.54700000000014	0.0
1932	1247819-59-5	original	41	0.02001953125	20.0	20.0	1.0	315.32200000000006	0.0
1933	1246086-78-1	original	43	0.02099609375	27.0	27.0	1.0	422.293	0.0
1934	GDC-0152	original	62	0.0302734375	35.0	35.0	1.0	498.6530000000001	0.0
1935	1260907-17-2	original	59	0.02880859375	30.0	30.0	1.0	423.90400000000017	0.0
1936	1392399-03-9	original	60	0.029296875	39.0	39.0	4.0	600.0350000000004	0.0
1937	BTZ043 Racemate	original	59	0.02880859375	29.0	29.0	1.0	431.39200000000005	0.0
1938	CH5132799	original	46	0.0224609375	26.0	26.0	1.0	377.4300000000002	0.0
1939	Alectinib	original	65	0.03173828125	36.0	36.0	1.0	482.6280000000004	0.0
1940	Birinapant	original	62	0.0302734375	58.0	58.0	1.0	806.9560000000001	0.0
1941	Torin 1	original	71	0.03466796875	45.0	45.0	1.0	607.6360000000003	0.0
1942	Evacetrapib	original	71	0.03466796875	45.0	45.0	1.0	638.6569999999998	0.0
1943	LY2886721	original	57	0.02783203125	27.0	27.0	1.0	390.4150000000001	0.0
1944	Venetoclax	original	106	0.0517578125	61.0	61.0	1.0	868.4569999999998	0.0
1945	Pracinostat	original	53	0.02587890625	26.0	26.0	1.0	358.48600000000005	0.0
1946	XL765	original	58	0.0283203125	43.0	43.0	1.0	599.6690000000002	0.0
1947	BS-181 HCl	original	52	0.025390625	29.0	29.0	2.0	417.00100000000026	0.0
1948	1201902-80-8	original	62	0.0302734375	34.0	34.0	1.0	517.1270000000002	0.0
1949	940929-33-9	original	65	0.03173828125	38.0	38.0	2.0	553.5300000000002	0.0
1950	S-Ruxolitinib	original	51	0.02490234375	23.0	23.0	1.0	306.37300000000005	0.0
1951	Duvelisib	original	56	0.02734375	30.0	30.0	1.0	416.87200000000007	0.0
1952	VE-821	original	44	0.021484375	26.0	26.0	1.0	368.41800000000006	0.0
1953	EHop-016	original	59	0.02880859375	32.0	32.0	1.0	430.55600000000027	0.0
1954	GZD824	original	69	0.03369140625	39.0	39.0	1.0	532.5700000000002	0.0
1955	AZD4547	original	56	0.02734375	34.0	34.0	1.0	463.5820000000003	0.0
1956	Doxorubicin (Adriamycin)	original	72	0.03515625	40.0	40.0	2.0	579.9860000000003	0.0
1957	Lappaconitine hydrobromide	original	74	0.0361328125	43.0	43.0	2.0	665.6220000000003	0.0
1958	PRX-08066 Maleic acid	original	66	0.0322265625	35.0	35.0	2.0	517.9700000000003	0.0
1959	Torin 2	original	53	0.02587890625	32.0	32.0	1.0	432.40500000000014	0.0
1960	PF-4708671	original	54	0.0263671875	28.0	28.0	1.0	390.41299999999995	0.0
1961	1300031-49-5	original	61	0.02978515625	31.0	31.0	1.0	415.45300000000015	0.0
1962	3-(2,6-dichloro-3,5-dimethoxy-phenyl)-1-[6-[4-(4-ethylpiperazin-1-yl)anilino]pyrimidin-4-yl]-1-methyl-urea	original	62	0.0302734375	38.0	38.0	1.0	560.4860000000003	0.0
1963	PIK-293	original	54	0.0263671875	30.0	30.0	1.0	397.4420000000001	0.0
1964	Vinflunine Tartrate	original	106	0.0517578125	69.0	69.0	2.0	967.0290000000003	0.0
1965	1316214-52-4	original	43	0.02099609375	32.0	32.0	1.0	433.51200000000034	0.0
1966	1111636-35-1	original	61	0.02978515625	29.0	29.0	1.0	394.3890000000001	0.0
1967	CHIR-98014	original	63	0.03076171875	33.0	33.0	1.0	486.3230000000002	0.0
1968	L-Noradrenaline bitartrate monohydrate	original	31	0.01513671875	23.0	23.0	3.0	337.2810000000001	0.0
1969	KPT-185	original	50	0.0244140625	25.0	25.0	1.0	355.31600000000003	0.0
1970	CUDC-907	original	68	0.033203125	36.0	36.0	1.0	508.56400000000036	0.0
1971	l-ascorbic acid	original	25	0.01220703125	12.0	12.0	1.0	176.124	0.0
1972	oxytetracycline	original	56	0.02734375	33.0	33.0	1.0	460.43900000000014	0.0
1973	piroxicam	original	42	0.0205078125	23.0	23.0	1.0	331.353	0.0
1974	meloxicam	original	46	0.0224609375	23.0	23.0	1.0	351.4090000000001	0.0
1975	Laquinimod	original	45	0.02197265625	25.0	25.0	1.0	356.809	0.0
1976	tenoxicam	original	46	0.0224609375	22.0	22.0	1.0	337.382	0.0
1977	BEPHENIUM HYDROXYNAPHTHOATE	original	43	0.02099609375	33.0	33.0	2.0	443.5430000000002	0.0
1978	Gimeracil	original	21	0.01025390625	9.0	9.0	1.0	145.545	0.0
1979	ASCORBYL PALMITATE	original	40	0.01953125	29.0	29.0	1.0	414.5390000000001	0.0
1980	BMS-707035	original	54	0.0263671875	28.0	28.0	1.0	410.4270000000001	0.0
1981	METHACYCLINE HYDROCHLORIDE	original	57	0.02783203125	33.0	33.0	2.0	478.88500000000016	0.0
1982	IOX2	original	41	0.02001953125	26.0	26.0	1.0	352.34600000000006	0.0
1983	Doxycycline hydrochloride	original	57	0.02783203125	33.0	33.0	2.0	480.9010000000001	0.0
1984	Doxycycline hyclate	original	62	0.0302734375	70.0	70.0	6.0	1025.8860000000002	0.0
1985	Tigecycline	original	72	0.03515625	42.0	42.0	1.0	585.6580000000004	0.0
1986	Lornoxicam	original	49	0.02392578125	23.0	23.0	1.0	371.82700000000006	0.0
1987	MK-2048	original	66	0.0322265625	32.0	32.0	1.0	461.88100000000014	0.0
1988	TETRACYCLINE HYDROCHLORIDE	original	57	0.02783203125	33.0	33.0	2.0	480.9010000000001	0.0
1989	844499-71-4	original	42	0.0205078125	26.0	26.0	1.0	360.39400000000006	0.0
1990	Dolutegravir	original	61	0.02978515625	30.0	30.0	1.0	419.38400000000007	0.0
1991	OLSALAZINE SODIUM	original	43	0.02099609375	24.0	24.0	3.0	346.2060000000001	0.0
1992	MM-102	original	65	0.03173828125	48.0	48.0	1.0	669.8180000000002	0.0
1993	AZD3463	original	63	0.03076171875	32.0	32.0	1.0	448.9580000000001	0.0
1994	AGI-5198	original	63	0.03076171875	34.0	34.0	1.0	462.56900000000013	0.0
1995	alpelisib	original	61	0.02978515625	30.0	30.0	1.0	441.4790000000001	0.0
1996	RGFP966	original	53	0.02587890625	27.0	27.0	1.0	362.4080000000001	0.0
1997	RG2833	original	42	0.0205078125	25.0	25.0	1.0	339.439	0.0
1998	Vortioxetine hydrobromide	original	37	0.01806640625	22.0	22.0	2.0	379.3670000000001	0.0
1999	CEP-32496	original	62	0.0302734375	37.0	37.0	1.0	517.4640000000003	0.0
2000	1370261-97-4	original	58	0.0283203125	30.0	30.0	2.0	429.9160000000001	0.0
2001	GSK2636771	original	57	0.02783203125	31.0	31.0	1.0	433.4300000000003	0.0
2002	PF-5274857	original	52	0.025390625	29.0	29.0	1.0	436.9650000000003	0.0
2003	SGC0946	original	75	0.03662109375	40.0	40.0	1.0	618.5770000000005	0.0
2004	1124329-14-1	original	59	0.02880859375	33.0	33.0	1.0	452.55900000000037	0.0
2005	Rociletinib	original	70	0.0341796875	40.0	40.0	1.0	555.5610000000003	0.0
2006	Tubastatin A HCl	original	48	0.0234375	26.0	26.0	2.0	371.868	0.0
2007	NVP-BGT226	original	74	0.0361328125	47.0	47.0	2.0	650.6140000000003	0.0
2008	CEP-33779	original	56	0.02734375	33.0	33.0	1.0	462.57900000000024	0.0
2009	NVP-BSK805 2HCl	original	64	0.03125	38.0	38.0	3.0	563.4800000000004	0.0
2010	pinometostat	original	79	0.03857421875	41.0	41.0	1.0	562.7190000000003	0.0
2011	ceritinib	original	66	0.0322265625	38.0	38.0	1.0	558.1480000000001	0.0
2012	AP26113	original	63	0.03076171875	36.0	36.0	1.0	529.0250000000002	0.0
2013	Wnt-C59	original	45	0.02197265625	29.0	29.0	1.0	379.4630000000001	0.0
2014	BMS-833923	original	56	0.02734375	36.0	36.0	1.0	473.58000000000015	0.0
2015	XL888	original	65	0.03173828125	37.0	37.0	1.0	503.6470000000004	0.0
2016	XL019	original	56	0.02734375	33.0	33.0	1.0	444.53900000000027	0.0
2017	AVL-292	original	56	0.02734375	31.0	31.0	1.0	423.44800000000015	0.0
2018	CNX-774	original	63	0.03076171875	37.0	37.0	1.0	499.5060000000002	0.0
2019	GDC-0349	original	64	0.03125	33.0	33.0	1.0	452.5590000000003	0.0
2020	VE-822	original	54	0.0263671875	33.0	33.0	1.0	463.5630000000002	0.0
2021	XL388	original	61	0.02978515625	32.0	32.0	1.0	455.5110000000002	0.0
2022	RKI-1447	original	45	0.02197265625	23.0	23.0	1.0	326.38100000000003	0.0
2023	EPZ005687	original	70	0.0341796875	40.0	40.0	1.0	539.6800000000004	0.0
2024	Valnemulin hydrochloride	original	73	0.03564453125	40.0	40.0	2.0	601.2940000000002	0.0
2025	BIX02188	selected_first_valid_semicolon_candidate	53	0.02587890625	31.0	31.0	1.0	412.4930000000001	0.0
2026	NLG919	original	42	0.0205078125	21.0	21.0	1.0	282.387	0.0
2027	Tazemetostat	original	70	0.0341796875	42.0	42.0	1.0	572.75	0.0
2028	EPZ004777 hydrochloride	original	73	0.03564453125	40.0	40.0	2.0	576.1420000000004	0.0
2029	Closantel sodium	original	52	0.025390625	31.0	31.0	2.0	686.0699999999998	0.0
2030	SSR128129E	original	48	0.0234375	25.0	25.0	2.0	346.31800000000004	0.0
2031	PFI-1	original	46	0.0224609375	24.0	24.0	1.0	347.3960000000001	0.0
2032	CHIR-99021 HCl	original	59	0.02880859375	33.0	33.0	2.0	501.80900000000014	0.0
2033	SAR131675	original	55	0.02685546875	26.0	26.0	1.0	358.398	0.0
2034	CYP3cide	original	58	0.0283203125	34.0	34.0	1.0	456.59800000000035	0.0
2035	Selinexor	original	51	0.02490234375	31.0	31.0	1.0	443.31100000000004	0.0
2036	KPT-276	original	45	0.02197265625	29.0	29.0	1.0	426.26699999999994	0.0
2037	NMS-873	original	66	0.0322265625	36.0	36.0	1.0	520.6800000000003	0.0
2038	1231930-82-7	original	69	0.03369140625	42.0	42.0	2.0	602.7120000000004	0.0
2039	IWP-L6	original	58	0.0283203125	33.0	33.0	1.0	472.5950000000002	0.0
2040	GSK J4 HCl	original	57	0.02783203125	32.0	32.0	2.0	453.9740000000001	0.0
2041	ETP-46464	original	61	0.02978515625	36.0	36.0	1.0	470.53200000000027	0.0
2042	WZ4003	original	68	0.033203125	35.0	35.0	1.0	496.9990000000003	0.0
2043	SGC-CBP30	original	65	0.03173828125	36.0	36.0	1.0	509.0500000000003	0.0
2044	UNC1999	original	73	0.03564453125	42.0	42.0	1.0	569.7540000000002	0.0
2045	AZ191	original	59	0.02880859375	32.0	32.0	1.0	429.5280000000002	0.0
2046	UNC2250	original	61	0.02978515625	32.0	32.0	1.0	440.59200000000027	0.0
2047	1616632-77-9	original	51	0.02490234375	29.0	29.0	1.0	386.4990000000001	0.0
2048	Nanchangmycin	original	97	0.04736328125	62.0	62.0	2.0	889.1090000000003	0.0
2049	MLS002695992	original	123	0.06005859375	100.0	100.0	1.0	1422.72	0.0
2050	cis-Diaminedichloroplatinum	original	5	0.00244140625	5.0	5.0	3.0	298.03	0.0
2051	Metoprolol tartrate	original	43	0.02099609375	48.0	48.0	3.0	684.8240000000006	0.0
2052	DSSTox_CID_16760	original	16	0.0078125	15.0	15.0	3.0	397.288	0.0
2053	tylosin tartrate	original	103	0.05029296875	74.0	74.0	2.0	1066.1980000000003	0.0
2054	13463-41-7	original	19	0.00927734375	17.0	17.0	3.0	317.71	0.0
2055	(-)-huperzine A	original	41	0.02001953125	18.0	18.0	1.0	242.322	0.0
2056	(-)-Blebbistatin	original	43	0.02099609375	22.0	22.0	1.0	292.33799999999997	0.0
2057	(-)-Epigallocatechin gallate	original	42	0.0205078125	33.0	33.0	1.0	458.37500000000017	0.0
2058	Bendamustine	original	45	0.02197265625	23.0	23.0	1.0	358.2690000000001	0.0
2059	Combretastatin A4	original	29	0.01416015625	23.0	23.0	1.0	316.353	0.0
2060	Plinabulin	original	42	0.0205078125	25.0	25.0	1.0	336.39500000000004	0.0
2061	Blebbistatin	original	43	0.02099609375	22.0	22.0	1.0	292.33799999999997	0.0
2062	HYDROXYCHLOROQUINE SULFATE	original	54	0.0263671875	28.0	28.0	2.0	433.95800000000014	0.0
2063	Metformin hydrochloride	original	18	0.0087890625	10.0	10.0	2.0	165.62800000000001	0.0
2064	Bosutinib methanoate	original	62	0.0302734375	38.0	38.0	2.0	562.4980000000002	0.0
2065	PD0166285	original	59	0.02880859375	35.0	35.0	1.0	512.4410000000003	0.0
2066	451492-95-8	original	70	0.0341796875	36.0	36.0	1.0	507.0130000000002	0.0
2067	Motesanib	original	54	0.0263671875	28.0	28.0	1.0	373.4600000000001	0.0
2068	Nintedanib	selected_first_valid_semicolon_candidate	64	0.03125	40.0	40.0	1.0	539.6360000000003	0.0
2069	252003-65-9	original	61	0.02978515625	32.0	32.0	1.0	532.4110000000001	0.0
2070	Dovitinib dilactic acid	original	61	0.02978515625	41.0	41.0	3.0	572.5940000000003	0.0
2071	PHA-665752	original	76	0.037109375	43.0	43.0	1.0	641.6210000000002	0.0
2072	AMG-51	original	77	0.03759765625	46.0	46.0	1.0	629.6640000000002	0.0
2073	podophyllotoxin	original	46	0.0224609375	30.0	30.0	1.0	414.4100000000002	0.0
2074	dorsomorphin	original	48	0.0234375	30.0	30.0	1.0	399.4980000000001	0.0
2075	909910-43-6	original	52	0.025390625	31.0	31.0	1.0	421.5290000000001	0.0
2076	SD-208	original	42	0.0205078125	25.0	25.0	1.0	352.76000000000005	0.0
2077	AZ-23	original	52	0.025390625	27.0	27.0	1.0	391.8380000000001	0.0
2078	1062368-24-4	original	50	0.0244140625	31.0	31.0	1.0	406.4930000000001	0.0
2079	1194961-19-7	original	52	0.025390625	25.0	25.0	1.0	340.43100000000015	0.0
2080	Perifosine	original	35	0.01708984375	31.0	31.0	1.0	461.6680000000002	0.0
2081	IC-87114	original	53	0.02587890625	30.0	30.0	1.0	397.4420000000001	0.0
2082	PIK-90	selected_first_valid_semicolon_candidate	54	0.0263671875	26.0	26.0	1.0	351.366	0.0
2083	853910-02-8	original	55	0.02685546875	33.0	33.0	1.0	427.5110000000002	0.0
2084	1202884-94-3	original	67	0.03271484375	45.0	45.0	1.0	624.6679999999998	0.0
2085	Deguelin	original	52	0.025390625	29.0	29.0	1.0	394.4230000000002	0.0
2086	Salirasib	original	40	0.01953125	25.0	25.0	1.0	358.54700000000014	0.0
2087	KU-0060648	original	69	0.03369140625	42.0	42.0	1.0	582.7260000000001	0.0
2088	EHT-1864	original	65	0.03173828125	35.0	35.0	1.0	508.5620000000001	0.0
2089	RWJ-67657	original	52	0.025390625	32.0	32.0	1.0	425.5070000000002	0.0
2090	Talmapimod	original	61	0.02978515625	36.0	36.0	1.0	513.0130000000003	0.0
2091	821794-92-7	original	49	0.02392578125	25.0	25.0	1.0	342.3740000000001	0.0
2092	NCGC00253463-01	original	67	0.03271484375	32.0	32.0	1.0	461.56300000000033	0.0
2093	PHA-408	original	69	0.03369140625	40.0	40.0	1.0	560.0330000000004	0.0
2094	Withaferin A	original	64	0.03125	34.0	34.0	1.0	470.6060000000002	0.0
2095	PS-1145	original	45	0.02197265625	23.0	23.0	1.0	322.75499999999994	0.0
2096	MLN120B	original	55	0.02685546875	26.0	26.0	1.0	366.80800000000005	0.0
2097	cycloheximide	original	34	0.0166015625	20.0	20.0	1.0	281.352	0.0
2098	CHIR-99021	original	58	0.0283203125	32.0	32.0	1.0	465.3480000000001	0.0
2099	WAY-204688	original	63	0.03076171875	41.0	41.0	1.0	556.6280000000005	0.0
2100	SCHEMBL2227980	original	58	0.0283203125	29.0	29.0	1.0	386.4590000000001	0.0
2101	1080622-86-1	original	47	0.02294921875	26.0	26.0	1.0	349.35400000000004	0.0
2102	SM-164	original	71	0.03466796875	82.0	82.0	1.0	1121.445999999999	0.0
2103	Chelerythrine chloride	original	43	0.02099609375	27.0	27.0	2.0	383.83100000000013	0.0
2104	SJ-172550	original	57	0.02783203125	30.0	30.0	1.0	428.8720000000002	0.0
2105	Flavopiridol	original	54	0.0263671875	28.0	28.0	1.0	401.846	0.0
2106	Purvalanol B	original	58	0.0283203125	30.0	30.0	1.0	432.91200000000015	0.0
2107	PHA690509	original	40	0.01953125	23.0	23.0	1.0	331.44100000000003	0.0
2108	Palbociclib	original	62	0.0302734375	33.0	33.0	1.0	447.5430000000004	0.0
2109	SNS-314	original	58	0.0283203125	28.0	28.0	1.0	430.9460000000002	0.0
2110	ENMD-2076 L-(+)-Tartaric acid	original	58	0.0283203125	38.0	38.0	2.0	525.5660000000003	0.0
2111	Refametinib	original	57	0.02783203125	31.0	31.0	1.0	572.3430000000002	0.0
2112	XMD8-92	original	64	0.03125	35.0	35.0	1.0	474.56500000000017	0.0
2113	1265789-88-5	original	47	0.02294921875	25.0	25.0	1.0	358.42300000000006	0.0
2114	717906-29-1	original	67	0.03271484375	35.0	35.0	1.0	506.5100000000002	0.0
2115	BMS-509744	original	74	0.0361328125	43.0	43.0	1.0	623.8449999999999	0.0
2116	Midostaurin	original	68	0.033203125	43.0	43.0	1.0	570.6490000000003	0.0
2117	Enzastaurin	original	55	0.02685546875	39.0	39.0	1.0	515.6170000000003	0.0
2118	Ruboxistaurin mesylate	original	55	0.02685546875	40.0	40.0	2.0	564.6640000000003	0.0
2119	CHEMBL1836853	original	64	0.03125	31.0	31.0	1.0	420.45200000000017	0.0
2120	GW843682X	original	58	0.0283203125	33.0	33.0	1.0	477.46400000000017	0.0
2121	kn-93	original	57	0.02783203125	34.0	34.0	1.0	501.0480000000003	0.0
2122	KN-62	original	66	0.0322265625	51.0	51.0	1.0	721.8610000000003	0.0
2123	GSK269962A	original	79	0.03857421875	42.0	42.0	1.0	570.61	0.0
2124	y-27632	original	35	0.01708984375	18.0	18.0	1.0	247.34200000000004	0.0
2125	GSK 650394	original	49	0.02392578125	29.0	29.0	1.0	382.46300000000014	0.0
2126	AZD1480	original	46	0.0224609375	24.0	24.0	1.0	348.7730000000001	0.0
2127	NVP-BSK805	original	63	0.03076171875	36.0	36.0	1.0	490.55800000000033	0.0
2128	CHEMBL2138527	original	49	0.02392578125	24.0	24.0	1.0	384.277	0.0
2129	RO495	original	47	0.02294921875	26.0	26.0	1.0	389.2460000000001	0.0
2130	CHEMBL1288002	original	44	0.021484375	26.0	26.0	1.0	358.35200000000003	0.0
2131	301836-43-1	original	51	0.02490234375	30.0	30.0	1.0	398.4220000000001	0.0
2132	CYCLOPAMINE	original	60	0.029296875	30.0	30.0	1.0	411.63000000000017	0.0
2133	SANT-2	original	55	0.02685546875	34.0	34.0	1.0	479.96400000000006	0.0
2134	RO4929097	original	49	0.02392578125	33.0	33.0	1.0	469.4100000000001	0.0
2135	CHEMBL1824695	original	54	0.0263671875	30.0	30.0	1.0	448.3940000000002	0.0
2136	IRAK-1-4 Inhibitor I	original	55	0.02685546875	29.0	29.0	1.0	395.4190000000002	0.0
2137	CHEMBL256963	original	44	0.021484375	21.0	21.0	1.0	299.765	0.0
2138	IRAK inhibitor 5	original	62	0.0302734375	32.0	32.0	1.0	440.45600000000024	0.0
2139	BI-78D3	original	52	0.025390625	25.0	25.0	1.0	379.3790000000001	0.0
2140	SR-3306	original	63	0.03076171875	37.0	37.0	1.0	490.57100000000037	0.0
2141	STF-083010	selected_first_valid_semicolon_candidate	39	0.01904296875	21.0	21.0	1.0	317.39099999999996	0.0
2142	Irestatin 9389	original	57	0.02783203125	26.0	26.0	1.0	398.4350000000001	0.0
2143	211096-49-0	original	40	0.01953125	22.0	22.0	1.0	357.171	0.0
2144	Apilimod	original	61	0.02978515625	31.0	31.0	1.0	418.50100000000026	0.0
2145	CHEMBL39740	original	52	0.025390625	32.0	32.0	1.0	505.5400000000001	0.0
2146	509088-69-1	original	50	0.0244140625	31.0	31.0	2.0	480.45700000000016	0.0
2147	AMG-47a	original	72	0.03515625	39.0	39.0	1.0	535.5700000000002	0.0
2148	Ki20227	original	57	0.02783203125	34.0	34.0	1.0	480.54600000000033	0.0
2149	abt-702	original	53	0.02587890625	30.0	30.0	1.0	463.3390000000001	0.0
2150	BMS-5	original	51	0.02490234375	27.0	27.0	1.0	431.29499999999996	0.0
2151	AMG-Tie2-1	original	62	0.0302734375	35.0	35.0	1.0	479.46200000000016	0.0
2152	NVP-231	original	49	0.02392578125	31.0	31.0	1.0	431.5610000000001	0.0
2153	35922-06-6	original	43	0.02099609375	30.0	30.0	1.0	422.5660000000001	0.0
2154	Alvespimycin hydrochloride	original	78	0.0380859375	45.0	45.0	2.0	653.2170000000003	0.0
2155	CCT-018159	selected_first_valid_semicolon_candidate	49	0.02392578125	26.0	26.0	1.0	352.3900000000001	0.0
2156	1134156-31-2	original	69	0.03369140625	38.0	38.0	1.0	556.4100000000002	0.0
2157	Panobinostat	original	49	0.02392578125	26.0	26.0	1.0	349.43399999999997	0.0
2158	MG149	original	36	0.017578125	25.0	25.0	1.0	340.463	0.0
2159	RUCAPARIB	original	47	0.02294921875	24.0	24.0	1.0	323.3709999999999	0.0
2160	199850-67-4	original	34	0.0166015625	24.0	24.0	1.0	412.30500000000006	0.0
2161	SSR 69071	original	70	0.0341796875	39.0	39.0	1.0	556.6410000000003	0.0
2162	BIX-01294	original	59	0.02880859375	36.0	36.0	1.0	490.6520000000004	0.0
2163	CHEMBL1706858	original	45	0.02197265625	21.0	21.0	1.0	315.423	0.0
2164	ML216	original	45	0.02197265625	26.0	26.0	1.0	383.33	0.0
2165	NCGC00241036	original	39	0.01904296875	20.0	20.0	1.0	274.276	0.0
2166	ML324	original	48	0.0234375	26.0	26.0	1.0	349.434	0.0
2167	153559-76-3	original	40	0.01953125	27.0	27.0	1.0	363.50100000000003	0.0
2168	125316-60-1	original	39	0.01904296875	30.0	30.0	1.0	398.5020000000001	0.0
2169	AC-261066	original	49	0.02392578125	24.0	24.0	1.0	353.4150000000001	0.0
2170	FENRETINIDE	original	51	0.02490234375	29.0	29.0	1.0	391.5550000000001	0.0
2171	Cortivazol	original	74	0.0361328125	39.0	39.0	1.0	530.6650000000002	0.0
2172	Seocalcitol	original	61	0.02978515625	33.0	33.0	1.0	454.6950000000002	0.0
2173	Methyl jasmonate	original	36	0.017578125	16.0	16.0	1.0	224.29999999999995	0.0
2174	915087-27-3	original	61	0.02978515625	33.0	33.0	1.0	476.4550000000002	0.0
2175	CITCO	original	51	0.02490234375	27.0	27.0	1.0	436.751	0.0
2176	PK 11195	original	45	0.02197265625	25.0	25.0	1.0	352.865	0.0
2177	GW7647	original	53	0.02587890625	35.0	35.0	1.0	502.76500000000055	0.0
2178	317318-70-0	original	54	0.0263671875	30.0	30.0	1.0	453.5070000000001	0.0
2179	troglitazone	original	56	0.02734375	31.0	31.0	1.0	441.54900000000015	0.0
2180	KRP-297	original	53	0.02587890625	30.0	30.0	1.0	438.4270000000001	0.0
2181	SID 7969543	original	60	0.029296875	33.0	33.0	1.0	452.4630000000003	0.0
2182	Bazedoxifene	original	52	0.025390625	35.0	35.0	1.0	470.6130000000004	0.0
2183	Apratastat	original	54	0.0263671875	27.0	27.0	1.0	414.5050000000002	0.0
2184	HC-067047	original	59	0.02880859375	34.0	34.0	1.0	471.5230000000001	0.0
2185	Elacridar	original	63	0.03076171875	42.0	42.0	1.0	563.6540000000003	0.0
2186	SecinH3	original	61	0.02978515625	33.0	33.0	1.0	460.51500000000016	0.0
2187	CDIBA	original	52	0.025390625	36.0	36.0	1.0	496.0060000000003	0.0
2188	BAY 60-7550	original	60	0.029296875	35.0	35.0	1.0	476.5770000000002	0.0
2189	Olprinone	original	43	0.02099609375	19.0	19.0	1.0	250.26100000000002	0.0
2190	NCGC00168459-01	original	57	0.02783203125	33.0	33.0	1.0	448.4790000000003	0.0
2191	CHEMBL1221434	original	57	0.02783203125	34.0	34.0	1.0	463.52400000000006	0.0
2192	426268-06-6	original	45	0.02197265625	28.0	28.0	1.0	368.3520000000001	0.0
2193	Lirimilast	original	52	0.025390625	28.0	28.0	1.0	443.26400000000007	0.0
2194	alacepril	original	52	0.025390625	28.0	28.0	1.0	406.5040000000001	0.0
2195	Bestatin	original	38	0.0185546875	22.0	22.0	1.0	308.378	0.0
2196	BAY-41-8543	original	54	0.0263671875	31.0	31.0	1.0	420.4520000000001	0.0
2197	vinpocetine	original	55	0.02685546875	26.0	26.0	1.0	350.46200000000016	0.0
2198	VERAPAMIL	original	47	0.02294921875	33.0	33.0	1.0	454.6110000000003	0.0
2199	SR 33805	original	63	0.03076171875	40.0	40.0	1.0	564.7480000000003	0.0
2200	Zaldaride maleate	original	66	0.0322265625	40.0	40.0	2.0	544.6080000000003	0.0
2201	SSR 504734	original	51	0.02490234375	28.0	28.0	2.0	433.301	0.0
2202	ZD7288 hydrate, >=98% (HPLC)	original	39	0.01904296875	21.0	21.0	3.0	310.829	0.0
2203	GSK1016790A	original	65	0.03173828125	42.0	42.0	1.0	655.626	0.0
